,DatasetID,Exp_Name,Condition,Level,Triplicate,Exp1ImputeRMSEAcc,Exp2ImputeModel,Exp2train_auroc,Exp2train_accuracy,Exp2train_balanced_accuracy,Exp2train_logloss,Exp2train_f1,Exp2ori_auroc,Exp2ori_accuracy,Exp2ori_balanced_accuracy,Exp2ori_logloss,Exp2ori_f1,Exp2impute_auroc,Exp2impute_accuracy,Exp2impute_balanced_accuracy,Exp2impute_logloss,Exp2impute_f1,Exp2ClassifierModel,Exp2duration,Exp3train_auroc,Exp3train_accuracy,Exp3train_balanced_accuracy,Exp3train_logloss,Exp3train_f1,Exp3ori_auroc,Exp3ori_accuracy,Exp3ori_balanced_accuracy,Exp3ori_logloss,Exp3ori_f1,Exp3impute_auroc,Exp3impute_accuracy,Exp3impute_balanced_accuracy,Exp3impute_logloss,Exp3impute_f1,Exp3ImputeModel,Exp3ImputeRMSEAcc,Exp3ClassifierModel,Exp3duration
/6_class_simple_MCAR_0.1_2/,6,class_simple_,MCAR_,0.1_,2/,0.08137349380855351,SimpleImputer,1.0,1.0,1.0,1.1020917604518957e-05,1.0,0.9990642087295315,0.9425,0.9420999756114224,0.20370603173011861,0.9424438731231157,0.9977418043400026,0.906,0.9054086243277877,0.36895025592623626,0.9061518553422236,HistGradientBoostingClassifier,12719.071966171265,1.0,1.0,1.0,1.1981540418231808e-05,1.0,0.9990189032957721,0.9435,0.9430562993217056,0.22096113403422107,0.9434038164683982,0.9977946423653521,0.904,0.9033424500842765,0.3882408902196273,0.9042376300365894,SimpleImputer,0.08327259528592454,HistGradientBoostingClassifier,11106.317168712616
/6_class_simple_MCAR_0.3_2/,6,class_simple_,MCAR_,0.3_,2/,0.07987598039544527,SimpleImputer,1.0,1.0,1.0,4.547560072981571e-05,1.0,0.9983457489440698,0.919,0.9186267651617979,0.30421466179916,0.9190887093704485,0.9880876259932739,0.7965,0.7958099895831369,0.9224148965314178,0.7979653454478464,HistGradientBoostingClassifier,11952.265279531479,1.0,1.0,1.0,4.067977034707722e-05,1.0,0.9984516220486177,0.924,0.9235189746479008,0.3132568635063293,0.9244309393384506,0.9869857005254082,0.7915,0.7909844163936787,0.9993296365129849,0.7924168797721045,SimpleImputer,0.08346365291643494,HistGradientBoostingClassifier,12847.178257226944
/6_class_simple_MCAR_0.5_2/,6,class_simple_,MCAR_,0.5_,2/,0.10280828949344263,SimpleImputer,1.0,1.0,1.0,5.253237733561807e-05,1.0,0.9955072461343906,0.875,0.8744327144644716,0.5202615692858041,0.8752112558629329,0.95821607209369,0.6225,0.621986379793129,1.8289216060889038,0.623616697684149,HistGradientBoostingClassifier,11421.213515758514,1.0,1.0,1.0,9.255488615409393e-05,1.0,0.9955307872631581,0.878,0.8775724500940394,0.47926031057178187,0.8780266918299899,0.9590936589670069,0.619,0.6184640995054644,1.7079237279304624,0.6204570828262185,SimpleImputer,0.08375601067809295,HistGradientBoostingClassifier,12365.897700309753
/6_class_full_MAR_0.01_2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MAR_0.1_2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MAR_0.3_2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MAR_0.5_2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MNAR_0.01_2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MNAR_0.1_2/,6,class_full_,MNAR_,0.1_,2/,0.0521831468587439,IterativeImputer,1.0,1.0,1.0,0.06278811770136661,1.0,0.9993254592095427,0.959,0.9586262856066228,0.33910367380507833,0.9590561986814534,0.9985187666526609,0.932,0.9314848103569766,0.39936784664197555,0.9322116950774063,ExtraTreesClassifier,8253.69998717308,1.0,1.0,1.0,2.2204460492503136e-16,1.0,0.9940405945281628,0.9525,0.9521777756728871,0.4981502894293975,0.952484749346076,0.9898129612929314,0.938,0.9375592304881633,0.7936515554122273,0.9379437956795444,KNNImputer,0.02510331717863541,KNeighborsClassifier,13529.56473493576
/6_class_full_MNAR_0.3_2/,6,class_full_,MNAR_,0.3_,2/,0.07735918278064323,IterativeImputer,1.0,1.0,1.0,2.018521014269594e-05,1.0,0.9987014901312281,0.9295,0.929041823929142,0.2552780519957787,0.9296117971025031,0.9887557981162521,0.8225,0.8218021950216282,0.8523170002762477,0.8237271324969432,HistGradientBoostingClassifier,12847.841906785965,1.0,1.0,1.0,0.0003305538015611735,1.0,0.9986524028225111,0.925,0.9242967183154408,0.25140292476169285,0.924667385607559,0.9910974125357174,0.8105,0.8098155965392683,0.6979204384626516,0.8114281938593624,KNNImputer,0.04848878680430314,HistGradientBoostingClassifier,15158.176972389221
/6_class_full_MNAR_0.5_2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MCAR_0.01_2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MCAR_0.1_2/,6,class_full_,MCAR_,0.1_,2/,0.04829019535134921,IterativeImputer,1.0,1.0,1.0,2.2204460492503136e-16,1.0,0.9959707791114618,0.954,0.9536010319280289,0.38600368818089015,0.9540208011077123,0.9929520393904175,0.9395,0.9391627433332166,0.6067532348816227,0.9396951288848044,KNeighborsClassifier,9384.085968017578,1.0,1.0,1.0,2.2204460492503136e-16,1.0,0.9965029331505029,0.9525,0.952150023404247,0.34850060122970933,0.9525602116290048,0.9938780469485233,0.942,0.9414845776848877,0.5325205044248671,0.942023629200734,KNNImputer,0.025818821644904632,KNeighborsClassifier,12450.52395105362
/6_class_full_MCAR_0.3_2/,6,class_full_,MCAR_,0.3_,2/,0.07979163025576332,SimpleImputer,1.0,1.0,1.0,4.3204687844801274e-05,1.0,0.9983832801104854,0.931,0.9307003147381199,0.30161278813307385,0.930980032449793,0.9883288878529601,0.799,0.7988046106966659,0.876167109639985,0.7990170968423239,HistGradientBoostingClassifier,12411.791531324387,1.0,1.0,1.0,5.650318076818217e-05,1.0,0.9987040126361586,0.9335,0.9327655135257736,0.24370124205937777,0.9333552325533615,0.9908986075492241,0.8205,0.8200430781873791,0.7559308793253369,0.8208626231852045,KNNImputer,0.04845063445013358,HistGradientBoostingClassifier,15043.312310218811
/6_class_full_MCAR_0.5_2/,6,class_full_,MCAR_,0.5_,2/,0.09810654706207192,IterativeImputer,1.0,1.0,1.0,0.00023892932832125585,1.0,0.997164536802691,0.898,0.8972501298638096,0.36871993157194166,0.8975501713080632,0.9458176198502896,0.6225,0.6219570200235043,1.9281424352409713,0.6259943034554146,HistGradientBoostingClassifier,11485.919695138931,1.0,1.0,1.0,7.921888879016415e-05,1.0,0.995638277366194,0.8845,0.8836438202749121,0.4480711192047717,0.8840420480793671,0.9598170622364287,0.6365,0.6359706462281961,1.599793547895591,0.6383756773456488,SimpleImputer,0.08361354518427856,HistGradientBoostingClassifier,14420.103106737137
/6_class_simple_MAR_0.01_1_3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_simple_MAR_0.1_3/,6,class_simple_,MAR_,0.1_,3/,0.08153168573046189,SimpleImputer,1.0,1.0,1.0,3.8624143280588174e-05,1.0,0.9993483677619065,0.953,0.9525778672676573,0.17631338679012673,0.9529130931773129,0.9979925162255243,0.9095,0.9090080003075555,0.3623617072690061,0.9091351531496061,HistGradientBoostingClassifier,8873.41698050499,1.0,1.0,1.0,2.2204460492503136e-16,1.0,0.9972488275288784,0.9495,0.9491140426085989,0.30753119775420235,0.9495184555103017,0.9947712090147689,0.932,0.9316726431565839,0.5004113674130056,0.9320498216930789,SimpleImputer,0.0817043302647388,KNeighborsClassifier,9026.496202468872
/6_class_simple_MAR_0.3_1_3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_simple_MAR_0.5_3/,6,class_simple_,MAR_,0.5_,3/,0.08445159071402623,SimpleImputer,1.0,1.0,1.0,1.618797981449944e-05,1.0,0.9983711549118036,0.9195,0.9188608006058201,0.29175925005964404,0.919697093269634,0.9606212201249361,0.6335,0.6336911049031416,1.7766640011692247,0.6287202713382471,HistGradientBoostingClassifier,10260.392025470734,1.0,1.0,1.0,0.00012082353206498721,1.0,0.9984324284596957,0.918,0.9173877047285713,0.28803783297047614,0.9179159632371539,0.9660283172447206,0.6325,0.6329381068030907,1.809254031143033,0.6285502469267656,SimpleImputer,0.08195769544467618,HistGradientBoostingClassifier,10440.90010523796
/6_class_simple_MNAR_0.01_3/,6,class_simple_,MNAR_,0.01_,3/,0.08449069866437597,SimpleImputer,1.0,1.0,1.0,2.2204460492503136e-16,1.0,0.9970757300044245,0.955,0.9546314655152622,0.3047223926586756,0.9549013989922348,0.9962823245672096,0.9515,0.9511462587389161,0.36177640244226,0.9514100737693841,KNeighborsClassifier,8319.070147752762,1.0,1.0,1.0,2.2204460492503136e-16,1.0,0.9970713250269474,0.9545,0.9541517304681612,0.3049535155943254,0.9544491849030206,0.996524514601965,0.9525,0.9521536785123033,0.3444055877644406,0.9524402902937001,SimpleImputer,0.08575508812960063,KNeighborsClassifier,10653.533331394196
/6_class_simple_MNAR_0.1_3/,6,class_simple_,MNAR_,0.1_,3/,0.07977823374985497,SimpleImputer,1.0,1.0,1.0,1.9306675265065087e-05,1.0,0.999494204403897,0.9535,0.9531266395937604,0.15497200877550746,0.953388944106221,0.9979606370401808,0.919,0.9185337005532443,0.31752418462849863,0.9190122389723872,HistGradientBoostingClassifier,13419.6489341259,1.0,1.0,1.0,5.589747237497331e-05,1.0,0.9994412050698428,0.9515,0.9511697377028566,0.15993441761790408,0.9514534458722196,0.9979771523117132,0.9235,0.9231086009321778,0.30222913684645597,0.9235052380239546,SimpleImputer,0.0841124869828835,HistGradientBoostingClassifier,10390.137340784073
/6_class_simple_MNAR_0.3_3/,6,class_simple_,MNAR_,0.3_,3/,0.0800335730388074,SimpleImputer,1.0,1.0,1.0,2.3771553372645876e-05,1.0,0.9984274252801999,0.9205,0.9198153292234237,0.29043949852740897,0.920865316425847,0.9862431796594762,0.7935,0.7931273231941921,0.9319950000531992,0.7941554927112441,HistGradientBoostingClassifier,11149.746815681458,1.0,1.0,1.0,2.672416166170835e-05,1.0,0.9984996657514275,0.922,0.921619820546106,0.27762795765613646,0.9222774853889475,0.9861779370356868,0.79,0.789649987826337,0.9012572275812482,0.7908619776780909,SimpleImputer,0.08378484680765216,HistGradientBoostingClassifier,11633.890590429306
/6_class_simple_MNAR_0.5_3/,6,class_simple_,MNAR_,0.5_,3/,0.10079646389239798,SimpleImputer,1.0,1.0,1.0,0.0005321458976119606,1.0,0.9957102682322793,0.8675,0.8667882246802444,0.470794846920604,0.8680837618976411,0.9558698233942791,0.6085,0.607358002595469,1.7371945956638772,0.6113051636120631,HistGradientBoostingClassifier,12613.063859939575,1.0,1.0,1.0,8.581021167141083e-05,1.0,0.9957201334707718,0.867,0.8665231980127239,0.49194248196663115,0.8671937220604786,0.9540869833640419,0.618,0.6170290326277489,1.8767918806687893,0.6196372476124177,SimpleImputer,0.08260578210852945,HistGradientBoostingClassifier,12003.450388669968
/6_class_simple_MCAR_0.01_3/,6,class_simple_,MCAR_,0.01_,3/,0.08445304392461106,SimpleImputer,1.0,1.0,1.0,2.2204460492503136e-16,1.0,0.9973253798705847,0.954,0.953635856485458,0.29116879613636604,0.9539694760756835,0.9959904203609109,0.9495,0.94915576855587,0.38581451194690897,0.9495307214947633,KNeighborsClassifier,11566.182584047318,1.0,1.0,1.0,0.08458956698328575,1.0,0.9995252783818397,0.9615,0.9611626865962195,0.3269254893936773,0.9615463155746252,0.9993655897545749,0.954,0.9537088323129914,0.35576709654030764,0.9540016139058242,SimpleImputer,0.08285745690429897,ExtraTreesClassifier,10319.977775096893
/6_class_simple_MCAR_0.1_3/,6,class_simple_,MCAR_,0.1_,3/,0.0809996132381419,SimpleImputer,1.0,1.0,1.0,2.2204460492503136e-16,1.0,0.9990775486261707,0.95,0.9494850412581647,0.44559460508603516,0.9499542589179568,0.9965981353016561,0.9035,0.9032927737319559,0.653218332902228,0.9040246635022771,ExtraTreesClassifier,10523.17916727066,1.0,1.0,1.0,2.7760641253228396e-05,1.0,0.9993753343667311,0.949,0.9486176062899657,0.18696240675096903,0.9490860107481751,0.9977351240695305,0.908,0.9077364678925958,0.37691174057119975,0.908174946174401,SimpleImputer,0.08334471106726578,HistGradientBoostingClassifier,11708.45089507103
/6_class_simple_MCAR_0.3_3/,6,class_simple_,MCAR_,0.3_,3/,0.08035784837181727,SimpleImputer,1.0,1.0,1.0,0.00018627019653860117,1.0,0.9983857185096892,0.921,0.9205053542012227,0.289994008802627,0.9210365266187908,0.9888624952390619,0.7965,0.7961120099532344,0.8562802470376455,0.7970662744437503,HistGradientBoostingClassifier,12787.350274085999,1.0,1.0,1.0,0.15799434940492119,1.0,0.9952104650737097,0.9035,0.9030005540260697,0.7295745231323066,0.9036045546152395,0.9793028065268844,0.7805,0.7799785466445781,1.2129186278889577,0.781266824469767,SimpleImputer,0.08273884110027276,BaggingClassifier,9376.123927116394
/6_class_simple_MCAR_0.5_3/,6,class_simple_,MCAR_,0.5_,3/,0.10216796713210838,SimpleImputer,1.0,1.0,1.0,0.00013513185043160345,1.0,0.9956177040095121,0.8825,0.8816635930161296,0.474755904109151,0.8820375338358288,0.9618650742659179,0.623,0.6222004255504024,1.6355546328788706,0.6240073460856964,HistGradientBoostingClassifier,10778.190896987915,1.0,1.0,1.0,0.0001921756815823165,1.0,0.9963453205543137,0.884,0.8832699148590145,0.45980307913376395,0.8836203488709446,0.9624662426733169,0.6265,0.6258424596702704,1.6946696086741817,0.626878531797841,SimpleImputer,0.0844015995732316,HistGradientBoostingClassifier,12766.261738538742
/6_class_full_MAR_0.01_3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MAR_0.1_3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MAR_0.3_3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MAR_0.5_3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MNAR_0.01_3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MNAR_0.1_3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MNAR_0.3_3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MNAR_0.5_3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MCAR_0.01_3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MCAR_0.1_3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MCAR_0.3_3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_full_MCAR_0.5_3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/6_class_simple_MAR_0.01_1/,6,class_simple_,MAR_,0.01_,1/,0.09424039737062251,SimpleImputer,1.0,1.0,1.0,0.08436139237397568,1.0,0.9994205127672912,0.959,0.9585755052127526,0.39422442672809566,0.9589824008389294,0.9992432519838341,0.9575,0.957076329283197,0.409070716569095,0.9575154991633119,ExtraTreesClassifier,11513.380141735077,1.0,1.0,1.0,2.2204460492503136e-16,1.0,0.9963397922926067,0.957,0.9566752235196355,0.3442002132945752,0.9569629566409701,0.9963158080069641,0.9545,0.9541755278395601,0.34787303596239244,0.9544969142384577,SimpleImputer,0.08478802429460036,KNeighborsClassifier,8037.031115531921
/6_class_simple_MAR_0.01_3/,6,class_simple_,MAR_,0.01_,3/,0.09703913073704463,SimpleImputer,1.0,1.0,1.0,2.2204460492503136e-16,1.0,0.9966253355664031,0.9575,0.9571787838468555,0.31416767610969926,0.9574607968829326,0.9958738209070218,0.9545,0.9541660777907559,0.3699584310957532,0.9544865405598464,KNeighborsClassifier,8958.154836177826,1.0,1.0,1.0,1.1957501430225286e-08,1.0,0.9966481486098893,0.9575,0.9571175196180014,0.3116668323380708,0.957440644675791,0.9956113846026908,0.9545,0.95410584774557,0.3868587400023357,0.9544747723405965,SimpleImputer,0.09840915147422959,KNeighborsClassifier,8965.836294412613
/6_class_simple_MAR_0.3_1/,6,class_simple_,MAR_,0.3_,1/,0.08739685732294858,SimpleImputer,1.0,1.0,1.0,6.180568447705253e-05,1.0,0.9990820262717679,0.939,0.9384872779813159,0.2056660334172188,0.9389098532784685,0.996477864617828,0.8775,0.8772141024722975,0.45592143530795876,0.8772627285873676,HistGradientBoostingClassifier,9676.772826910019,0.9999999934408906,1.0,1.0,0.2652173635602892,1.0,0.9981212271191897,0.9315,0.9307798289267407,0.6118629900638014,0.9316212766796409,0.9946086932164101,0.8755,0.8749261563705708,0.872430837021322,0.8758062882606419,SimpleImputer,0.08688027119266668,ExtraTreesClassifier,10137.733827590942
/6_class_simple_MAR_0.3_2/,6,class_simple_,MAR_,0.3_,2/,0.08227577217467932,SimpleImputer,1.0,1.0,1.0,6.600343100222112e-05,1.0,0.9993121519672256,0.948,0.9476707984618365,0.18854112304930565,0.948097443862804,0.993903346420078,0.8395,0.8394553234075695,0.7681247651105401,0.8378390826589397,HistGradientBoostingClassifier,11580.463021993637,1.0,1.0,1.0,1.2487426985615425e-05,1.0,0.9992795507531776,0.951,0.9506246777011409,0.19057332709323302,0.951138069338763,0.9940582321404199,0.838,0.8377065987096177,0.7440347993683291,0.8361888519459314,SimpleImputer,0.08288606265261311,HistGradientBoostingClassifier,10461.66182756424
/6_class_simple_MAR_0.3_3/,6,class_simple_,MAR_,0.3_,3/,0.07989582339811924,SimpleImputer,1.0,1.0,1.0,0.04147363431055564,1.0,0.9985928622005821,0.95,0.9498968503993593,0.43325290089438817,0.9500235938303296,0.9853039242682614,0.7515,0.7517377993065258,1.0650355561864389,0.7526304442649894,ExtraTreesClassifier,11943.693167924881,1.0,1.0,1.0,1.2803543133786479e-05,1.0,0.9993838934808495,0.949,0.9485709710764217,0.18391750459846606,0.9492016695985729,0.9846371718790373,0.7695,0.7692074505447858,1.2046445760534243,0.7697406941086485,SimpleImputer,0.08226485488760445,HistGradientBoostingClassifier,10764.01137638092
